GP1DD001	27.8057846164422
GP1DS002	27.1999265340181
GP1DS003	25.2621825906426
GP1DS004	24.5696080430057
GP1DD005	21.8252682556268
GP1DS006	27.6053978721329
GP1DD007	20.9840163559972
GP1DD008	29.0892975014003
GP1DD009	29.7946970884996
GP1DS010	34.1318245837483
GP1DS011	28.6470672759755
GP1DS012	35.5669967675963
GP1DS013	41.6343866781725
GP1DD014	43.411821555986
GP1DS015	35.5137901284378
GP1DS016	42.395953676807
GP1DD017	39.6184229842111
GP1DD018	32.8937229410243
GP1DD019	33.2098085027438
GP1DD020	32.9061635888683
GP1DS021	26.0120338603834
GP1DS022	16.4901474093545
GP1DD023	18.2573428848859
GP1DD024	13.4579794607918
GP1DD025	11.2129191213482
GP1DS026	18.4553506989031
GP1DD027	22.699458947634
GP1DD028	25.1159967608634
GP1DS029	27.5239908727438
GP1DS030	23.3720987187296
GP1DD031	29.0177946129699
GP1DS032	31.5882956027605
GP1DS033	26.6794556966445
GP1DD034	27.3204896433173
GP1DS035	23.2385748721881
GP1DD036	26.853539347429
GP1DD037	29.1198407574947
GP1DD038	20.375778419111
GP1DS039	17.027217113174
GP1DS040	20.6583648595784
GP1DD041	40.2200701471616
GP1DS042	31.4770052405925
GP1DD043	29.0575575747046
GP1DS044	49.0488179337838
GP1DS045	39.989183292975
GP1DD046	35.9440331653135
GP1DD047	21.7878933625286
GP1DS048	29.0987230234558
GP1DS049	39.7223793559787
GP1DD050	43.9939776149065
GP1DD051	14.4930692116998
GP1DS052	17.1347217371991
GP1DD053	11.4053436718165
GP1DS054	16.7152190329058
GP1DD055	9.62482098639606
GP1DS056	2.73687775300049
GP1DD057	2.77850347482038
GP1DS058	18.6298097887747
GP1DD059	24.1751088364704
GP1DS060	5.22359187492254
GP1DD061	31.0188637607951
GP1DS062	29.6755026375878
GP1DD063	28.6627272711031
GP1DD064	30.4153624008814
GP1DS065	42.4521905855119
GP1DS066	30.050125112666
GP1DD067	31.107608880605
GP1DD068	25.5776043203543
GP1DS069	27.9556527134034
GP1DS070	21.656064559614
GP1DS071	27.1848876238276
GP1DS072	19.24803956905
GP1DD073	24.1151296262929
GP1DD074	26.319126724369
GP1DS075	24.4460642256074
GP1DD076	23.9654145757043
GP1DD077	21.0621019613801
GP1DS078	12.6221732975261
GP1DS079	26.2659476218369
GP1DD080	34.9725118597805
GP1DS081	16.677298147486
GP1DS082	31.0131084345553
GP1DD083	20.9566622100832
GP1DD084	24.7056000455945
GP1DS085	33.6610027470068
GP1DD086	5.00747939525365
GP1DS087	35.4562647244637
GP1DD088	15.1404549044127
GP1DD089	16.3230984172785
GP1DS090	25.6456598898523
GP1DS091	23.5855912351561
GP1DS092	21.9568573296721
GP1DS093	33.4803832462514
GP1DD094	27.8508478944565
GP1DS095	39.8574230742483
GP1DD096	36.4940155037213
GP1DD097	24.5519092284062
GP1DS098	19.8165244264165
GP1DD099	31.5443658640611
GP1DD100	24.470566932032
GP1DS101	15.7510550609047
GP1DD102	28.9213864398327
GP1DS103	31.4779864858633
GP1DS104	29.5289337839824
GP1DS105	29.4725979615421
GP1DD106	18.6322095009919
GP1DD107	16.992942888209
GP1DS108	21.5083030182634
GP1DD109	35.3484309046971
GP1DD110	22.3921627988951
GP1DS111	9.21163335229296
GP1DD112	28.4535564111807
GP1DD113	30.0773677262898
GP1DS114	21.1076635461809
GP1DD115	38.0625768744917
GP1DS116	30.8191748949803
GP1DD117	27.1486318159896
GP1DS118	32.3055956581141
GP1DD119	16.8252366065022
GP1DS120	40.3276653850889
GP1DS121	18.353202008045
GP1DS122	14.922139136667
GP1DD123	28.4559873194281
GP1DS124	23.8025217975434
GP1DS125	47.4936034818622
GP1DD126	36.5088856598813
GP1DS127	27.091464068336
GP1DD128	33.0902177148495
GP1DD129	23.5783508755424
GP1DD130	34.4062126265208
GP1DD131	34.1306870941214
GP1DS132	32.1823593315083
GP1DD133	10.8126464580603
GP1DS134	15.0131921059783
GP1DD135	34.7739812495771
GP1DD136	36.4889669257719
GP1DS137	25.63486809849
GP1DS138	30.5599462682911
GP1DS139	31.4532302109774
GP1DD140	32.0971538049469
GP1DS141	14.7369181631272
GP1DS142	14.4892569217421
GP1DD143	16.0100996657337
GP1DS144	2.66889149292236
GP1DD145	1.67463707208705
GP1DS146	33.3549257671474
GP1DD147	13.4766196091891
GP1DS148	20.271480496547
GP1DD149	26.1329565010955
GP1DD150	25.1597741526522
GP1DS151	34.9169776381439
GP1DS152	24.5883024868768
GP1DS153	38.1966478683206
GP1DS154	44.6192295240184
GP1DD155	26.4582638832834
GP1DD156	30.4378715073304
GP1DD157	18.3812811205449
GP1DS158	25.9719421020453
GP1DD159	35.8788060517343
GP1DD160	44.1357241264261
GP1DD161	29.7704506151244
GP1DS162	28.0548366514113
GP1DS163	19.8014902754358
GP1DD164	14.7421935781054
GP1DS165	22.1842332157194
GP1DD166	9.46787863428081
GP1DS167	19.8315053829238
GP1DD168	29.7607956008415
GP1DS169	26.5838709988683
GP1DD170	31.9426941177133
GP1DD171	31.3149880976061
GP1DD172	33.3384075288222
GP1DD173	38.2967933761658
GP1DS174	39.5959860058585
GP1DS175	45.5095150093444
GP1DS176	31.375728068887
GP1DD177	39.049660087805
GP1DD178	31.3314910882353
GP1DS179	28.7330355466204
GP1DS180	22.5767107060332
GP1DS181	27.9418877377455
GP1DD182	29.7929803643403
GP1DD183	37.2862703409494
GP1DD184	28.1329702888285
GP1DS185	24.3748545647348
GP1DD186	41.6660936892039
GP1DD187	34.0507798600461
GP1DS188	24.527621744142
